date,model,provider,field,price_usd_per_mtoken,source,source_ref
2026-02-08,gemini-2.5-flash,vertex_ai-language-models,input_cost_per_token,0.3,litellm-git,4f96a3b1
2026-02-08,gemini-2.5-flash,vertex_ai-language-models,output_cost_per_token,2.5,litellm-git,4f96a3b1
2026-02-08,gemini-2.5-flash,vertex_ai-language-models,cache_read_input_token_cost,0.03,litellm-git,4f96a3b1
2026-02-08,xai/grok-4,xai,input_cost_per_token,3.0,litellm-git,4f96a3b1
2026-02-08,xai/grok-4,xai,output_cost_per_token,15.0,litellm-git,4f96a3b1
2026-02-08,mistral/mistral-large-latest,mistral,input_cost_per_token,2.0,litellm-git,4f96a3b1
2026-02-08,mistral/mistral-large-latest,mistral,output_cost_per_token,6.0,litellm-git,4f96a3b1
2026-02-08,deepseek-chat,deepseek,input_cost_per_token,0.28,litellm-git,4f96a3b1
2026-02-08,deepseek-chat,deepseek,output_cost_per_token,0.42,litellm-git,4f96a3b1
2026-02-08,deepseek-chat,deepseek,cache_read_input_token_cost,0.028,litellm-git,4f96a3b1
2026-02-08,deepseek/deepseek-v3.2,deepseek,input_cost_per_token,0.28,litellm-git,4f96a3b1
2026-02-08,deepseek/deepseek-v3.2,deepseek,output_cost_per_token,0.4,litellm-git,4f96a3b1
2026-02-08,moonshot/kimi-k2.5,moonshot,input_cost_per_token,0.6,litellm-git,4f96a3b1
2026-02-08,moonshot/kimi-k2.5,moonshot,output_cost_per_token,3.0,litellm-git,4f96a3b1
2026-02-08,moonshot/kimi-k2.5,moonshot,cache_read_input_token_cost,0.1,litellm-git,4f96a3b1
2026-02-08,zai/glm-4.7,zai,input_cost_per_token,0.6,litellm-git,4f96a3b1
2026-02-08,zai/glm-4.7,zai,output_cost_per_token,2.2,litellm-git,4f96a3b1
2026-02-08,zai/glm-4.7,zai,cache_read_input_token_cost,0.11,litellm-git,4f96a3b1
2026-02-08,zai/glm-4.7,zai,cache_creation_input_token_cost,0.0,litellm-git,4f96a3b1
2026-02-08,dashscope/qwen-max,dashscope,input_cost_per_token,1.6,litellm-git,4f96a3b1
2026-02-08,dashscope/qwen-max,dashscope,output_cost_per_token,6.4,litellm-git,4f96a3b1
2026-02-14,claude-haiku-4-5-20251001,anthropic,input_cost_per_token,1.0,litellm-git,ad910de1
2026-02-14,claude-haiku-4-5-20251001,anthropic,output_cost_per_token,5.0,litellm-git,ad910de1
2026-02-14,claude-haiku-4-5-20251001,anthropic,cache_read_input_token_cost,0.1,litellm-git,ad910de1
2026-02-14,claude-haiku-4-5-20251001,anthropic,cache_creation_input_token_cost,1.25,litellm-git,ad910de1
2026-02-14,gpt-5,openai,input_cost_per_token,1.25,litellm-git,ad910de1
2026-02-14,gpt-5,openai,output_cost_per_token,10.0,litellm-git,ad910de1
2026-02-14,gpt-5,openai,cache_read_input_token_cost,0.125,litellm-git,ad910de1
2026-02-14,gpt-4o,openai,input_cost_per_token,2.5,litellm-git,ad910de1
2026-02-14,gpt-4o,openai,output_cost_per_token,10.0,litellm-git,ad910de1
2026-02-14,gpt-4o,openai,cache_read_input_token_cost,1.25,litellm-git,ad910de1
2026-02-14,gpt-4o,openai,input_cost_per_token_batches,1.25,litellm-git,ad910de1
2026-02-14,gpt-4o,openai,output_cost_per_token_batches,5.0,litellm-git,ad910de1
2026-02-14,o1,openai,input_cost_per_token,15.0,litellm-git,ad910de1
2026-02-14,o1,openai,output_cost_per_token,60.0,litellm-git,ad910de1
2026-02-14,o1,openai,cache_read_input_token_cost,7.5,litellm-git,ad910de1
2026-02-14,gemini-2.5-pro,vertex_ai-language-models,input_cost_per_token,1.25,litellm-git,ad910de1
2026-02-14,gemini-2.5-pro,vertex_ai-language-models,output_cost_per_token,10.0,litellm-git,ad910de1
2026-02-14,gemini-2.5-pro,vertex_ai-language-models,cache_read_input_token_cost,0.125,litellm-git,ad910de1
2026-02-14,gemini-2.5-flash,vertex_ai-language-models,input_cost_per_token,0.3,litellm-git,ad910de1
2026-02-14,gemini-2.5-flash,vertex_ai-language-models,output_cost_per_token,2.5,litellm-git,ad910de1
2026-02-14,gemini-2.5-flash,vertex_ai-language-models,cache_read_input_token_cost,0.03,litellm-git,ad910de1
2026-02-14,xai/grok-4,xai,input_cost_per_token,3.0,litellm-git,ad910de1
2026-02-14,xai/grok-4,xai,output_cost_per_token,15.0,litellm-git,ad910de1
2026-02-14,mistral/mistral-large-latest,mistral,input_cost_per_token,2.0,litellm-git,ad910de1
2026-02-14,mistral/mistral-large-latest,mistral,output_cost_per_token,6.0,litellm-git,ad910de1
2026-02-14,deepseek-chat,deepseek,input_cost_per_token,0.28,litellm-git,ad910de1
2026-02-14,deepseek-chat,deepseek,output_cost_per_token,0.42,litellm-git,ad910de1
2026-02-14,deepseek-chat,deepseek,cache_read_input_token_cost,0.028,litellm-git,ad910de1
2026-02-14,deepseek/deepseek-v3.2,deepseek,input_cost_per_token,0.28,litellm-git,ad910de1
2026-02-14,deepseek/deepseek-v3.2,deepseek,output_cost_per_token,0.4,litellm-git,ad910de1
2026-02-14,moonshot/kimi-k2.5,moonshot,input_cost_per_token,0.6,litellm-git,ad910de1
2026-02-14,moonshot/kimi-k2.5,moonshot,output_cost_per_token,3.0,litellm-git,ad910de1
2026-02-14,moonshot/kimi-k2.5,moonshot,cache_read_input_token_cost,0.1,litellm-git,ad910de1
2026-02-14,minimax/MiniMax-M2.5,minimax,input_cost_per_token,0.3,litellm-git,ad910de1
2026-02-14,minimax/MiniMax-M2.5,minimax,output_cost_per_token,1.2,litellm-git,ad910de1
2026-02-14,minimax/MiniMax-M2.5,minimax,cache_read_input_token_cost,0.03,litellm-git,ad910de1
2026-02-14,minimax/MiniMax-M2.5,minimax,cache_creation_input_token_cost,0.375,litellm-git,ad910de1
2026-02-14,zai/glm-4.7,zai,input_cost_per_token,0.6,litellm-git,ad910de1
2026-02-14,zai/glm-4.7,zai,output_cost_per_token,2.2,litellm-git,ad910de1
2026-02-14,zai/glm-4.7,zai,cache_read_input_token_cost,0.11,litellm-git,ad910de1
2026-02-14,zai/glm-4.7,zai,cache_creation_input_token_cost,0.0,litellm-git,ad910de1
2026-02-14,dashscope/qwen-max,dashscope,input_cost_per_token,1.6,litellm-git,ad910de1
2026-02-14,dashscope/qwen-max,dashscope,output_cost_per_token,6.4,litellm-git,ad910de1
2026-02-21,claude-sonnet-4-6,anthropic,input_cost_per_token,3.0,litellm-git,03ecdf92
2026-02-21,claude-sonnet-4-6,anthropic,output_cost_per_token,15.0,litellm-git,03ecdf92
2026-02-21,claude-sonnet-4-6,anthropic,cache_read_input_token_cost,0.3,litellm-git,03ecdf92
2026-02-21,claude-sonnet-4-6,anthropic,cache_creation_input_token_cost,3.75,litellm-git,03ecdf92
2026-02-21,claude-haiku-4-5-20251001,anthropic,input_cost_per_token,1.0,litellm-git,03ecdf92
2026-02-21,claude-haiku-4-5-20251001,anthropic,output_cost_per_token,5.0,litellm-git,03ecdf92
2026-02-21,claude-haiku-4-5-20251001,anthropic,cache_read_input_token_cost,0.1,litellm-git,03ecdf92
2026-02-21,claude-haiku-4-5-20251001,anthropic,cache_creation_input_token_cost,1.25,litellm-git,03ecdf92
2026-02-21,gpt-5,openai,input_cost_per_token,1.25,litellm-git,03ecdf92
2026-02-21,gpt-5,openai,output_cost_per_token,10.0,litellm-git,03ecdf92
2026-02-21,gpt-5,openai,cache_read_input_token_cost,0.125,litellm-git,03ecdf92
2026-02-21,gpt-4o,openai,input_cost_per_token,2.5,litellm-git,03ecdf92
2026-02-21,gpt-4o,openai,output_cost_per_token,10.0,litellm-git,03ecdf92
2026-02-21,gpt-4o,openai,cache_read_input_token_cost,1.25,litellm-git,03ecdf92
2026-02-21,gpt-4o,openai,input_cost_per_token_batches,1.25,litellm-git,03ecdf92
2026-02-21,gpt-4o,openai,output_cost_per_token_batches,5.0,litellm-git,03ecdf92
2026-02-21,o1,openai,input_cost_per_token,15.0,litellm-git,03ecdf92
2026-02-21,o1,openai,output_cost_per_token,60.0,litellm-git,03ecdf92
2026-02-21,o1,openai,cache_read_input_token_cost,7.5,litellm-git,03ecdf92
2026-02-21,gemini-2.5-pro,vertex_ai-language-models,input_cost_per_token,1.25,litellm-git,03ecdf92
2026-02-21,gemini-2.5-pro,vertex_ai-language-models,output_cost_per_token,10.0,litellm-git,03ecdf92
2026-02-21,gemini-2.5-pro,vertex_ai-language-models,cache_read_input_token_cost,0.125,litellm-git,03ecdf92
2026-02-21,gemini-2.5-flash,vertex_ai-language-models,input_cost_per_token,0.3,litellm-git,03ecdf92
2026-02-21,gemini-2.5-flash,vertex_ai-language-models,output_cost_per_token,2.5,litellm-git,03ecdf92
2026-02-21,gemini-2.5-flash,vertex_ai-language-models,cache_read_input_token_cost,0.03,litellm-git,03ecdf92
2026-02-21,xai/grok-4,xai,input_cost_per_token,3.0,litellm-git,03ecdf92
2026-02-21,xai/grok-4,xai,output_cost_per_token,15.0,litellm-git,03ecdf92
2026-02-21,mistral/mistral-large-latest,mistral,input_cost_per_token,2.0,litellm-git,03ecdf92
2026-02-21,mistral/mistral-large-latest,mistral,output_cost_per_token,6.0,litellm-git,03ecdf92
2026-02-21,deepseek-chat,deepseek,input_cost_per_token,0.28,litellm-git,03ecdf92
2026-02-21,deepseek-chat,deepseek,output_cost_per_token,0.42,litellm-git,03ecdf92
2026-02-21,deepseek-chat,deepseek,cache_read_input_token_cost,0.028,litellm-git,03ecdf92
2026-02-21,deepseek/deepseek-v3.2,deepseek,input_cost_per_token,0.28,litellm-git,03ecdf92
2026-02-21,deepseek/deepseek-v3.2,deepseek,output_cost_per_token,0.4,litellm-git,03ecdf92
2026-02-21,moonshot/kimi-k2.5,moonshot,input_cost_per_token,0.6,litellm-git,03ecdf92
2026-02-21,moonshot/kimi-k2.5,moonshot,output_cost_per_token,3.0,litellm-git,03ecdf92
2026-02-21,moonshot/kimi-k2.5,moonshot,cache_read_input_token_cost,0.1,litellm-git,03ecdf92
2026-02-21,minimax/MiniMax-M2.5,minimax,input_cost_per_token,0.3,litellm-git,03ecdf92
2026-02-21,minimax/MiniMax-M2.5,minimax,output_cost_per_token,1.2,litellm-git,03ecdf92
2026-02-21,minimax/MiniMax-M2.5,minimax,cache_read_input_token_cost,0.03,litellm-git,03ecdf92
2026-02-21,minimax/MiniMax-M2.5,minimax,cache_creation_input_token_cost,0.375,litellm-git,03ecdf92
2026-02-21,zai/glm-4.7,zai,input_cost_per_token,0.6,litellm-git,03ecdf92
2026-02-21,zai/glm-4.7,zai,output_cost_per_token,2.2,litellm-git,03ecdf92
2026-02-21,zai/glm-4.7,zai,cache_read_input_token_cost,0.11,litellm-git,03ecdf92
2026-02-21,zai/glm-4.7,zai,cache_creation_input_token_cost,0.0,litellm-git,03ecdf92
2026-02-21,dashscope/qwen-max,dashscope,input_cost_per_token,1.6,litellm-git,03ecdf92
2026-02-21,dashscope/qwen-max,dashscope,output_cost_per_token,6.4,litellm-git,03ecdf92
2026-03-01,claude-sonnet-4-6,anthropic,input_cost_per_token,3.0,litellm-git,13e74dd3
2026-03-01,claude-sonnet-4-6,anthropic,output_cost_per_token,15.0,litellm-git,13e74dd3
2026-03-01,claude-sonnet-4-6,anthropic,cache_read_input_token_cost,0.3,litellm-git,13e74dd3
2026-03-01,claude-sonnet-4-6,anthropic,cache_creation_input_token_cost,3.75,litellm-git,13e74dd3
2026-03-01,claude-haiku-4-5-20251001,anthropic,input_cost_per_token,1.0,litellm-git,13e74dd3
2026-03-01,claude-haiku-4-5-20251001,anthropic,output_cost_per_token,5.0,litellm-git,13e74dd3
2026-03-01,claude-haiku-4-5-20251001,anthropic,cache_read_input_token_cost,0.1,litellm-git,13e74dd3
2026-03-01,claude-haiku-4-5-20251001,anthropic,cache_creation_input_token_cost,1.25,litellm-git,13e74dd3
2026-03-01,gpt-5,openai,input_cost_per_token,1.25,litellm-git,13e74dd3
2026-03-01,gpt-5,openai,output_cost_per_token,10.0,litellm-git,13e74dd3
2026-03-01,gpt-5,openai,cache_read_input_token_cost,0.125,litellm-git,13e74dd3
2026-03-01,gpt-4o,openai,input_cost_per_token,2.5,litellm-git,13e74dd3
2026-03-01,gpt-4o,openai,output_cost_per_token,10.0,litellm-git,13e74dd3
2026-03-01,gpt-4o,openai,cache_read_input_token_cost,1.25,litellm-git,13e74dd3
2026-03-01,gpt-4o,openai,input_cost_per_token_batches,1.25,litellm-git,13e74dd3
2026-03-01,gpt-4o,openai,output_cost_per_token_batches,5.0,litellm-git,13e74dd3
2026-03-01,o1,openai,input_cost_per_token,15.0,litellm-git,13e74dd3
2026-03-01,o1,openai,output_cost_per_token,60.0,litellm-git,13e74dd3
2026-03-01,o1,openai,cache_read_input_token_cost,7.5,litellm-git,13e74dd3
2026-03-01,gemini-2.5-pro,vertex_ai-language-models,input_cost_per_token,1.25,litellm-git,13e74dd3
2026-03-01,gemini-2.5-pro,vertex_ai-language-models,output_cost_per_token,10.0,litellm-git,13e74dd3
2026-03-01,gemini-2.5-pro,vertex_ai-language-models,cache_read_input_token_cost,0.125,litellm-git,13e74dd3
2026-03-01,gemini-2.5-flash,vertex_ai-language-models,input_cost_per_token,0.3,litellm-git,13e74dd3
2026-03-01,gemini-2.5-flash,vertex_ai-language-models,output_cost_per_token,2.5,litellm-git,13e74dd3
2026-03-01,gemini-2.5-flash,vertex_ai-language-models,cache_read_input_token_cost,0.03,litellm-git,13e74dd3
2026-03-01,xai/grok-4,xai,input_cost_per_token,3.0,litellm-git,13e74dd3
2026-03-01,xai/grok-4,xai,output_cost_per_token,15.0,litellm-git,13e74dd3
2026-03-01,mistral/mistral-large-latest,mistral,input_cost_per_token,2.0,litellm-git,13e74dd3
2026-03-01,mistral/mistral-large-latest,mistral,output_cost_per_token,6.0,litellm-git,13e74dd3
2026-03-01,deepseek-chat,deepseek,input_cost_per_token,0.28,litellm-git,13e74dd3
2026-03-01,deepseek-chat,deepseek,output_cost_per_token,0.42,litellm-git,13e74dd3
2026-03-01,deepseek-chat,deepseek,cache_read_input_token_cost,0.028,litellm-git,13e74dd3
2026-03-01,deepseek/deepseek-v3.2,deepseek,input_cost_per_token,0.28,litellm-git,13e74dd3
2026-03-01,deepseek/deepseek-v3.2,deepseek,output_cost_per_token,0.4,litellm-git,13e74dd3
2026-03-01,moonshot/kimi-k2.5,moonshot,input_cost_per_token,0.6,litellm-git,13e74dd3
2026-03-01,moonshot/kimi-k2.5,moonshot,output_cost_per_token,3.0,litellm-git,13e74dd3
2026-03-01,moonshot/kimi-k2.5,moonshot,cache_read_input_token_cost,0.1,litellm-git,13e74dd3
2026-03-01,minimax/MiniMax-M2.5,minimax,input_cost_per_token,0.3,litellm-git,13e74dd3
2026-03-01,minimax/MiniMax-M2.5,minimax,output_cost_per_token,1.2,litellm-git,13e74dd3
2026-03-01,minimax/MiniMax-M2.5,minimax,cache_read_input_token_cost,0.03,litellm-git,13e74dd3
2026-03-01,minimax/MiniMax-M2.5,minimax,cache_creation_input_token_cost,0.375,litellm-git,13e74dd3
2026-03-01,zai/glm-4.7,zai,input_cost_per_token,0.6,litellm-git,13e74dd3
2026-03-01,zai/glm-4.7,zai,output_cost_per_token,2.2,litellm-git,13e74dd3
2026-03-01,zai/glm-4.7,zai,cache_read_input_token_cost,0.11,litellm-git,13e74dd3
2026-03-01,zai/glm-4.7,zai,cache_creation_input_token_cost,0.0,litellm-git,13e74dd3
2026-03-01,dashscope/qwen-max,dashscope,input_cost_per_token,1.6,litellm-git,13e74dd3
2026-03-01,dashscope/qwen-max,dashscope,output_cost_per_token,6.4,litellm-git,13e74dd3
2026-03-07,claude-sonnet-4-6,anthropic,input_cost_per_token,3.0,litellm-git,28c33f53
2026-03-07,claude-sonnet-4-6,anthropic,output_cost_per_token,15.0,litellm-git,28c33f53
2026-03-07,claude-sonnet-4-6,anthropic,cache_read_input_token_cost,0.3,litellm-git,28c33f53
2026-03-07,claude-sonnet-4-6,anthropic,cache_creation_input_token_cost,3.75,litellm-git,28c33f53
2026-03-07,claude-haiku-4-5-20251001,anthropic,input_cost_per_token,1.0,litellm-git,28c33f53
2026-03-07,claude-haiku-4-5-20251001,anthropic,output_cost_per_token,5.0,litellm-git,28c33f53
2026-03-07,claude-haiku-4-5-20251001,anthropic,cache_read_input_token_cost,0.1,litellm-git,28c33f53
2026-03-07,claude-haiku-4-5-20251001,anthropic,cache_creation_input_token_cost,1.25,litellm-git,28c33f53
2026-03-07,gpt-5,openai,input_cost_per_token,1.25,litellm-git,28c33f53
2026-03-07,gpt-5,openai,output_cost_per_token,10.0,litellm-git,28c33f53
2026-03-07,gpt-5,openai,cache_read_input_token_cost,0.125,litellm-git,28c33f53
2026-03-07,gpt-4o,openai,input_cost_per_token,2.5,litellm-git,28c33f53
2026-03-07,gpt-4o,openai,output_cost_per_token,10.0,litellm-git,28c33f53
2026-03-07,gpt-4o,openai,cache_read_input_token_cost,1.25,litellm-git,28c33f53
2026-03-07,gpt-4o,openai,input_cost_per_token_batches,1.25,litellm-git,28c33f53
2026-03-07,gpt-4o,openai,output_cost_per_token_batches,5.0,litellm-git,28c33f53
2026-03-07,o1,openai,input_cost_per_token,15.0,litellm-git,28c33f53
2026-03-07,o1,openai,output_cost_per_token,60.0,litellm-git,28c33f53
2026-03-07,o1,openai,cache_read_input_token_cost,7.5,litellm-git,28c33f53
2026-03-07,gemini-2.5-pro,vertex_ai-language-models,input_cost_per_token,1.25,litellm-git,28c33f53
2026-03-07,gemini-2.5-pro,vertex_ai-language-models,output_cost_per_token,10.0,litellm-git,28c33f53
2026-03-07,gemini-2.5-pro,vertex_ai-language-models,cache_read_input_token_cost,0.125,litellm-git,28c33f53
2026-03-07,gemini-2.5-flash,vertex_ai-language-models,input_cost_per_token,0.3,litellm-git,28c33f53
2026-03-07,gemini-2.5-flash,vertex_ai-language-models,output_cost_per_token,2.5,litellm-git,28c33f53
2026-03-07,gemini-2.5-flash,vertex_ai-language-models,cache_read_input_token_cost,0.03,litellm-git,28c33f53
2026-03-07,gemini-3.1-flash-lite-preview,vertex_ai-language-models,input_cost_per_token,0.25,litellm-git,28c33f53
2026-03-07,gemini-3.1-flash-lite-preview,vertex_ai-language-models,output_cost_per_token,1.5,litellm-git,28c33f53
2026-03-07,gemini-3.1-flash-lite-preview,vertex_ai-language-models,cache_read_input_token_cost,0.025,litellm-git,28c33f53
2026-03-07,xai/grok-4,xai,input_cost_per_token,3.0,litellm-git,28c33f53
2026-03-07,xai/grok-4,xai,output_cost_per_token,15.0,litellm-git,28c33f53
2026-03-07,mistral/mistral-large-latest,mistral,input_cost_per_token,0.5,litellm-git,28c33f53
2026-03-07,mistral/mistral-large-latest,mistral,output_cost_per_token,1.5,litellm-git,28c33f53
2026-03-07,deepseek-chat,deepseek,input_cost_per_token,0.28,litellm-git,28c33f53
2026-03-07,deepseek-chat,deepseek,output_cost_per_token,0.42,litellm-git,28c33f53
2026-03-07,deepseek-chat,deepseek,cache_read_input_token_cost,0.028,litellm-git,28c33f53
2026-03-07,deepseek/deepseek-v3.2,deepseek,input_cost_per_token,0.28,litellm-git,28c33f53
2026-03-07,deepseek/deepseek-v3.2,deepseek,output_cost_per_token,0.4,litellm-git,28c33f53
2026-03-07,moonshot/kimi-k2.5,moonshot,input_cost_per_token,0.6,litellm-git,28c33f53
2026-03-07,moonshot/kimi-k2.5,moonshot,output_cost_per_token,3.0,litellm-git,28c33f53
2026-03-07,moonshot/kimi-k2.5,moonshot,cache_read_input_token_cost,0.1,litellm-git,28c33f53
2026-03-07,minimax/MiniMax-M2.5,minimax,input_cost_per_token,0.3,litellm-git,28c33f53
2026-03-07,minimax/MiniMax-M2.5,minimax,output_cost_per_token,1.2,litellm-git,28c33f53
2026-03-07,minimax/MiniMax-M2.5,minimax,cache_read_input_token_cost,0.03,litellm-git,28c33f53
2026-03-07,minimax/MiniMax-M2.5,minimax,cache_creation_input_token_cost,0.375,litellm-git,28c33f53
2026-03-07,zai/glm-4.7,zai,input_cost_per_token,0.6,litellm-git,28c33f53
2026-03-07,zai/glm-4.7,zai,output_cost_per_token,2.2,litellm-git,28c33f53
2026-03-07,zai/glm-4.7,zai,cache_read_input_token_cost,0.11,litellm-git,28c33f53
2026-03-07,zai/glm-4.7,zai,cache_creation_input_token_cost,0.0,litellm-git,28c33f53
2026-03-07,zai/glm-5,zai,input_cost_per_token,1.0,litellm-git,28c33f53
2026-03-07,zai/glm-5,zai,output_cost_per_token,3.2,litellm-git,28c33f53
2026-03-07,zai/glm-5,zai,cache_read_input_token_cost,0.2,litellm-git,28c33f53
2026-03-07,zai/glm-5,zai,cache_creation_input_token_cost,0.0,litellm-git,28c33f53
2026-03-07,dashscope/qwen-max,dashscope,input_cost_per_token,1.6,litellm-git,28c33f53
2026-03-07,dashscope/qwen-max,dashscope,output_cost_per_token,6.4,litellm-git,28c33f53
2026-03-14,claude-sonnet-4-6,anthropic,input_cost_per_token,3.0,litellm-git,a94b961c
2026-03-14,claude-sonnet-4-6,anthropic,output_cost_per_token,15.0,litellm-git,a94b961c
2026-03-14,claude-sonnet-4-6,anthropic,cache_read_input_token_cost,0.3,litellm-git,a94b961c
2026-03-14,claude-sonnet-4-6,anthropic,cache_creation_input_token_cost,3.75,litellm-git,a94b961c
2026-03-14,claude-haiku-4-5-20251001,anthropic,input_cost_per_token,1.0,litellm-git,a94b961c
2026-03-14,claude-haiku-4-5-20251001,anthropic,output_cost_per_token,5.0,litellm-git,a94b961c
2026-03-14,claude-haiku-4-5-20251001,anthropic,cache_read_input_token_cost,0.1,litellm-git,a94b961c
2026-03-14,claude-haiku-4-5-20251001,anthropic,cache_creation_input_token_cost,1.25,litellm-git,a94b961c
2026-03-14,gpt-5,openai,input_cost_per_token,1.25,litellm-git,a94b961c
2026-03-14,gpt-5,openai,output_cost_per_token,10.0,litellm-git,a94b961c
2026-03-14,gpt-5,openai,cache_read_input_token_cost,0.125,litellm-git,a94b961c
2026-03-14,gpt-4o,openai,input_cost_per_token,2.5,litellm-git,a94b961c
2026-03-14,gpt-4o,openai,output_cost_per_token,10.0,litellm-git,a94b961c
2026-03-14,gpt-4o,openai,cache_read_input_token_cost,1.25,litellm-git,a94b961c
2026-03-14,gpt-4o,openai,input_cost_per_token_batches,1.25,litellm-git,a94b961c
2026-03-14,gpt-4o,openai,output_cost_per_token_batches,5.0,litellm-git,a94b961c
2026-03-14,o1,openai,input_cost_per_token,15.0,litellm-git,a94b961c
2026-03-14,o1,openai,output_cost_per_token,60.0,litellm-git,a94b961c
2026-03-14,o1,openai,cache_read_input_token_cost,7.5,litellm-git,a94b961c
2026-03-14,gemini-2.5-pro,vertex_ai-language-models,input_cost_per_token,1.25,litellm-git,a94b961c
2026-03-14,gemini-2.5-pro,vertex_ai-language-models,output_cost_per_token,10.0,litellm-git,a94b961c
2026-03-14,gemini-2.5-pro,vertex_ai-language-models,cache_read_input_token_cost,0.125,litellm-git,a94b961c
2026-03-14,gemini-2.5-flash,vertex_ai-language-models,input_cost_per_token,0.3,litellm-git,a94b961c
2026-03-14,gemini-2.5-flash,vertex_ai-language-models,output_cost_per_token,2.5,litellm-git,a94b961c
2026-03-14,gemini-2.5-flash,vertex_ai-language-models,cache_read_input_token_cost,0.03,litellm-git,a94b961c
2026-03-14,gemini-3.1-flash-lite-preview,vertex_ai-language-models,input_cost_per_token,0.25,litellm-git,a94b961c
2026-03-14,gemini-3.1-flash-lite-preview,vertex_ai-language-models,output_cost_per_token,1.5,litellm-git,a94b961c
2026-03-14,gemini-3.1-flash-lite-preview,vertex_ai-language-models,cache_read_input_token_cost,0.025,litellm-git,a94b961c
2026-03-14,xai/grok-4,xai,input_cost_per_token,3.0,litellm-git,a94b961c
2026-03-14,xai/grok-4,xai,output_cost_per_token,15.0,litellm-git,a94b961c
2026-03-14,mistral/mistral-large-latest,mistral,input_cost_per_token,0.5,litellm-git,a94b961c
2026-03-14,mistral/mistral-large-latest,mistral,output_cost_per_token,1.5,litellm-git,a94b961c
2026-03-14,deepseek-chat,deepseek,input_cost_per_token,0.28,litellm-git,a94b961c
2026-03-14,deepseek-chat,deepseek,output_cost_per_token,0.42,litellm-git,a94b961c
2026-03-14,deepseek-chat,deepseek,cache_read_input_token_cost,0.028,litellm-git,a94b961c
2026-03-14,deepseek/deepseek-v3.2,deepseek,input_cost_per_token,0.28,litellm-git,a94b961c
2026-03-14,deepseek/deepseek-v3.2,deepseek,output_cost_per_token,0.4,litellm-git,a94b961c
2026-03-14,moonshot/kimi-k2.5,moonshot,input_cost_per_token,0.6,litellm-git,a94b961c
2026-03-14,moonshot/kimi-k2.5,moonshot,output_cost_per_token,3.0,litellm-git,a94b961c
2026-03-14,moonshot/kimi-k2.5,moonshot,cache_read_input_token_cost,0.1,litellm-git,a94b961c
2026-03-14,minimax/MiniMax-M2.5,minimax,input_cost_per_token,0.3,litellm-git,a94b961c
2026-03-14,minimax/MiniMax-M2.5,minimax,output_cost_per_token,1.2,litellm-git,a94b961c
2026-03-14,minimax/MiniMax-M2.5,minimax,cache_read_input_token_cost,0.03,litellm-git,a94b961c
2026-03-14,minimax/MiniMax-M2.5,minimax,cache_creation_input_token_cost,0.375,litellm-git,a94b961c
2026-03-14,zai/glm-4.7,zai,input_cost_per_token,0.6,litellm-git,a94b961c
2026-03-14,zai/glm-4.7,zai,output_cost_per_token,2.2,litellm-git,a94b961c
2026-03-14,zai/glm-4.7,zai,cache_read_input_token_cost,0.11,litellm-git,a94b961c
2026-03-14,zai/glm-4.7,zai,cache_creation_input_token_cost,0.0,litellm-git,a94b961c
2026-03-14,zai/glm-5,zai,input_cost_per_token,1.0,litellm-git,a94b961c
2026-03-14,zai/glm-5,zai,output_cost_per_token,3.2,litellm-git,a94b961c
2026-03-14,zai/glm-5,zai,cache_read_input_token_cost,0.2,litellm-git,a94b961c
2026-03-14,zai/glm-5,zai,cache_creation_input_token_cost,0.0,litellm-git,a94b961c
2026-03-14,dashscope/qwen-max,dashscope,input_cost_per_token,1.6,litellm-git,a94b961c
2026-03-14,dashscope/qwen-max,dashscope,output_cost_per_token,6.4,litellm-git,a94b961c
2026-03-22,claude-sonnet-4-6,anthropic,input_cost_per_token,3.0,litellm-git,21b9c68d
2026-03-22,claude-sonnet-4-6,anthropic,output_cost_per_token,15.0,litellm-git,21b9c68d
2026-03-22,claude-sonnet-4-6,anthropic,cache_read_input_token_cost,0.3,litellm-git,21b9c68d
2026-03-22,claude-sonnet-4-6,anthropic,cache_creation_input_token_cost,3.75,litellm-git,21b9c68d
2026-03-22,claude-haiku-4-5-20251001,anthropic,input_cost_per_token,1.0,litellm-git,21b9c68d
2026-03-22,claude-haiku-4-5-20251001,anthropic,output_cost_per_token,5.0,litellm-git,21b9c68d
2026-03-22,claude-haiku-4-5-20251001,anthropic,cache_read_input_token_cost,0.1,litellm-git,21b9c68d
2026-03-22,claude-haiku-4-5-20251001,anthropic,cache_creation_input_token_cost,1.25,litellm-git,21b9c68d
2026-03-22,gpt-5,openai,input_cost_per_token,1.25,litellm-git,21b9c68d
2026-03-22,gpt-5,openai,output_cost_per_token,10.0,litellm-git,21b9c68d
2026-03-22,gpt-5,openai,cache_read_input_token_cost,0.125,litellm-git,21b9c68d
2026-03-22,gpt-4o,openai,input_cost_per_token,2.5,litellm-git,21b9c68d
2026-03-22,gpt-4o,openai,output_cost_per_token,10.0,litellm-git,21b9c68d
2026-03-22,gpt-4o,openai,cache_read_input_token_cost,1.25,litellm-git,21b9c68d
2026-03-22,gpt-4o,openai,input_cost_per_token_batches,1.25,litellm-git,21b9c68d
2026-03-22,gpt-4o,openai,output_cost_per_token_batches,5.0,litellm-git,21b9c68d
2026-03-22,o1,openai,input_cost_per_token,15.0,litellm-git,21b9c68d
